Material,aa,bb,cc,SG,C11,C12,Y_2D_a,Y_2D_b,G_a,G_b,B_a,B_b,V_a,V_b
Cd-S-Mg-Te,8.707000,8.707000,14.858000,1.000000,10.450000,60.660000,-341.540000,-341.540000,-25.100000,-25.100000,35.560000,35.560000,5.800000,5.800000
Cd-S-Sr-O,8.244000,8.244000,16.570000,1.000000,44.940000,35.600000,16.740000,16.740000,4.670000,4.670000,40.270000,40.270000,0.790000,0.790000
Cd-S-Sr-Se,8.852000,8.852000,14.373000,1.000000,7.660000,-8.980000,-2.870000,-2.870000,8.320000,8.320000,-0.660000,-0.660000,-1.170000,-1.170000
Cd-S-Sr-Te,8.744000,8.744000,14.730000,1.000000,9.710000,-21.340000,-37.210000,-37.210000,15.530000,15.530000,-5.820000,-5.820000,-2.200000,-2.200000
Cd-S-Zn-O,7.236000,7.236000,21.509000,1.000000,-11.720000,25.620000,44.310000,44.310000,-18.670000,-18.670000,6.950000,6.950000,-2.190000,-2.190000
Cd-S-Zn-Se,8.280000,8.280000,16.430000,1.000000,16.030000,1.380000,15.910000,15.910000,7.330000,7.330000,8.710000,8.710000,0.090000,0.090000
Cd-S-Zn-Te,8.561000,8.561000,15.366000,1.000000,27.830000,23.240000,8.420000,8.420000,2.290000,2.290000,25.530000,25.530000,0.840000,0.840000
Cd-Te-Ba-O,8.825000,8.825000,14.461000,1.000000,27.560000,16.210000,18.030000,18.030000,5.680000,5.680000,21.890000,21.890000,0.590000,0.590000
Cd-Te-Ba-S,9.639000,9.639000,12.122000,1.000000,-20.130000,24.600000,9.940000,9.940000,-22.360000,-22.360000,2.240000,2.240000,-1.220000,-1.220000
Cd-Te-Ba-Se,9.699000,9.699000,11.972000,1.000000,13.030000,5.700000,10.540000,10.540000,3.670000,3.670000,9.360000,9.360000,0.440000,0.440000
Cd-Te-Be-O,6.498000,6.498000,26.674000,1.000000,-51.520000,-22.750000,-41.470000,-41.470000,-14.380000,-14.380000,-37.140000,-37.140000,0.440000,0.440000
Cd-Te-Be-S,6.697000,6.697000,25.113000,1.000000,106.700000,66.490000,65.260000,65.260000,20.100000,20.100000,86.590000,86.590000,0.620000,0.620000
Cd-Te-Be-Se,7.417000,7.417000,20.473000,1.000000,43.230000,13.300000,39.140000,39.140000,14.960000,14.960000,28.270000,28.270000,0.310000,0.310000
Cd-Te-Mg-O,6.793000,6.793000,24.406000,1.000000,76.470000,49.180000,44.840000,44.840000,13.640000,13.640000,62.820000,62.820000,0.640000,0.640000
Cd-Te-Mg-S,8.590000,8.590000,15.266000,1.000000,26.060000,-4.190000,25.390000,25.390000,15.130000,15.130000,10.930000,10.930000,-0.160000,-0.160000
Cd-Te-Mg-Se,8.860000,8.860000,14.348000,1.000000,-1.010000,5.130000,25.100000,25.100000,-3.070000,-3.070000,2.060000,2.060000,-5.080000,-5.080000
Cd-Te-Sr-O,8.450000,8.450000,15.775000,1.000000,12.720000,26.040000,-40.610000,-40.610000,-6.660000,-6.660000,19.380000,19.380000,2.050000,2.050000
Cd-Te-Sr-S,9.472000,9.472000,12.554000,1.000000,-31.160000,1.200000,-31.120000,-31.120000,-16.180000,-16.180000,-14.980000,-14.980000,-0.040000,-0.040000
Cd-Te-Sr-Se,9.587000,9.587000,12.254000,156.000000,61.860000,21.330000,54.500000,54.500000,20.260000,20.260000,41.590000,41.590000,0.340000,0.340000
Cd-Te-Zn-O,6.813000,6.813000,24.265000,1.000000,69.230000,26.520000,59.080000,59.080000,21.360000,21.360000,47.880000,47.880000,0.380000,0.380000
Cd-Te-Zn-S,8.243000,8.243000,16.574000,1.000000,-7.160000,13.780000,19.350000,19.350000,-10.470000,-10.470000,3.310000,3.310000,-1.920000,-1.920000
Cd-Te-Zn-Se,8.570000,8.570000,15.335000,1.000000,4.450000,3.590000,1.550000,1.550000,0.430000,0.430000,4.020000,4.020000,0.810000,0.810000
Mg-O-Ba-S,7.427000,7.427000,20.418000,1.000000,-37.590000,59.250000,55.830000,55.830000,-48.420000,-48.420000,10.830000,10.830000,-1.580000,-1.580000
Mg-O-Ba-Se,7.444000,7.444000,20.326000,1.000000,-128.830000,-78.740000,-80.710000,-80.710000,-25.050000,-25.050000,-103.790000,-103.790000,0.610000,0.610000
Mg-O-Ba-Te,7.121000,7.121000,22.211000,1.000000,89.330000,45.610000,66.040000,66.040000,21.860000,21.860000,67.470000,67.470000,0.510000,0.510000
Mg-O-Be-S,6.907000,6.907000,23.609000,1.000000,76.380000,39.190000,56.280000,56.280000,18.600000,18.600000,57.780000,57.780000,0.510000,0.510000
Mg-O-Be-Se,7.097000,7.097000,22.362000,1.000000,78.480000,40.050000,58.040000,58.040000,19.210000,19.210000,59.260000,59.260000,0.510000,0.510000
Mg-O-Be-Te,7.322000,7.322000,21.009000,1.000000,-86.970000,-89.900000,5.950000,5.950000,1.460000,1.460000,-88.440000,-88.440000,1.030000,1.030000
Mg-O-Cd-S,7.320000,7.320000,21.021000,1.000000,-36.820000,-41.350000,9.630000,9.630000,2.270000,2.270000,-39.090000,-39.090000,1.120000,1.120000
Mg-O-Cd-Se,7.040000,7.040000,22.723000,1.000000,0.830000,-4.580000,-24.480000,-24.480000,2.700000,2.700000,-1.870000,-1.870000,-5.530000,-5.530000
Mg-O-Cd-Te,6.793000,6.793000,24.411000,1.000000,74.870000,25.510000,66.170000,66.170000,24.680000,24.680000,50.190000,50.190000,0.340000,0.340000
Mg-O-Sr-S,7.375000,7.375000,20.706000,1.000000,-26.760000,11.180000,-22.100000,-22.100000,-18.970000,-18.970000,-7.790000,-7.790000,-0.420000,-0.420000
Mg-O-Sr-Se,7.540000,7.540000,19.809000,1.000000,-32.310000,62.580000,88.900000,88.900000,-47.450000,-47.450000,15.140000,15.140000,-1.940000,-1.940000
Mg-O-Sr-Te,7.101000,7.101000,22.337000,1.000000,17.340000,-20.270000,-6.350000,-6.350000,18.810000,18.810000,-1.460000,-1.460000,-1.170000,-1.170000
Mg-O-Zn-S,7.230000,7.230000,21.549000,1.000000,19.610000,24.310000,-10.540000,-10.540000,-2.350000,-2.350000,21.960000,21.960000,1.240000,1.240000
Mg-O-Zn-Se,7.606000,7.606000,19.469000,1.000000,-10.670000,-23.000000,38.920000,38.920000,6.170000,6.170000,-16.830000,-16.830000,2.160000,2.160000
Mg-O-Zn-Te,7.516000,7.516000,19.939000,1.000000,-63.930000,-57.550000,-12.120000,-12.120000,-3.190000,-3.190000,-60.740000,-60.740000,0.900000,0.900000
Mg-S-Ba-O,8.371000,8.371000,16.073000,1.000000,45.380000,45.450000,-0.140000,-0.140000,-0.030000,-0.030000,45.420000,45.420000,1.000000,1.000000
Mg-S-Ba-Se,8.581000,8.581000,15.295000,1.000000,-15.360000,-27.250000,32.960000,32.960000,5.940000,5.940000,-21.310000,-21.310000,1.770000,1.770000
Mg-S-Ba-Te,8.616000,8.616000,15.171000,1.000000,4.350000,14.160000,-41.750000,-41.750000,-4.900000,-4.900000,9.250000,9.250000,3.260000,3.260000
Mg-S-Be-O,7.393000,7.393000,20.606000,1.000000,-18.470000,22.290000,8.440000,8.440000,-20.380000,-20.380000,1.910000,1.910000,-1.210000,-1.210000
Mg-S-Be-Se,7.724000,7.724000,18.879000,1.000000,25.530000,10.990000,20.790000,20.790000,7.270000,7.270000,18.260000,18.260000,0.430000,0.430000
Mg-S-Be-Te,8.080000,8.080000,17.250000,1.000000,49.860000,21.890000,40.250000,40.250000,13.990000,13.990000,35.880000,35.880000,0.440000,0.440000
Mg-S-Cd-O,7.774000,7.774000,18.636000,1.000000,21.550000,-9.290000,17.540000,17.540000,15.420000,15.420000,6.130000,6.130000,-0.430000,-0.430000
Mg-S-Cd-Se,8.391000,8.391000,15.997000,1.000000,21.330000,1.200000,21.260000,21.260000,10.060000,10.060000,11.260000,11.260000,0.060000,0.060000
Mg-S-Cd-Te,8.587000,8.587000,15.274000,1.000000,-11.290000,9.390000,-3.480000,-3.480000,-10.340000,-10.340000,-0.950000,-0.950000,-0.830000,-0.830000
Mg-Se-Ba-O,8.571000,8.571000,15.331000,1.000000,-16.610000,-12.860000,-6.650000,-6.650000,-1.870000,-1.870000,-14.730000,-14.730000,0.770000,0.770000
Mg-Se-Ba-S,9.000000,9.000000,13.905000,1.000000,20.960000,-13.540000,12.210000,12.210000,17.250000,17.250000,3.710000,3.710000,-0.650000,-0.650000
Mg-Se-Ba-Te,8.993000,8.993000,13.927000,1.000000,-12.240000,-7.090000,-8.120000,-8.120000,-2.570000,-2.570000,-9.660000,-9.660000,0.580000,0.580000
Mg-Se-Be-O,6.558000,6.558000,26.188000,1.000000,-89.830000,53.380000,-58.110000,-58.110000,-71.600000,-71.600000,-18.220000,-18.220000,-0.590000,-0.590000
Mg-Se-Be-S,7.470000,7.470000,20.183000,1.000000,-41.950000,-23.880000,-28.360000,-28.360000,-9.040000,-9.040000,-32.920000,-32.920000,0.570000,0.570000
Mg-Se-Be-Te,8.253000,8.253000,16.535000,1.000000,26.180000,11.720000,20.940000,20.940000,7.230000,7.230000,18.950000,18.950000,0.450000,0.450000
Mg-Se-Cd-O,7.758000,7.758000,18.715000,1.000000,-32.100000,-1.250000,-32.050000,-32.050000,-15.420000,-15.420000,-16.670000,-16.670000,0.040000,0.040000
Mg-Se-Cd-S,8.509000,8.509000,15.557000,1.000000,7.940000,46.870000,-268.630000,-268.630000,-19.460000,-19.460000,27.410000,27.410000,5.900000,5.900000
Mg-Se-Cd-Te,8.859000,8.859000,14.351000,1.000000,39.180000,3.790000,38.810000,38.810000,17.690000,17.690000,21.480000,21.480000,0.100000,0.100000
Mg-Se-Sr-O,8.254000,8.254000,16.531000,1.000000,21.110000,20.630000,0.950000,0.950000,0.240000,0.240000,20.870000,20.870000,0.980000,0.980000
Mg-Se-Sr-S,9.023000,9.023000,13.835000,1.000000,-32.200000,11.100000,-28.370000,-28.370000,-21.650000,-21.650000,-10.550000,-10.550000,-0.340000,-0.340000
Mg-Se-Sr-Te,8.933000,8.933000,14.114000,1.000000,-4.640000,4.800000,0.340000,0.340000,-4.720000,-4.720000,0.080000,0.080000,-1.040000,-1.040000
Mg-Se-Zn-O,7.829000,7.829000,18.375000,1.000000,-44.850000,-31.080000,-23.300000,-23.300000,-6.880000,-6.880000,-37.960000,-37.960000,0.690000,0.690000
Mg-Se-Zn-S,8.051000,8.051000,17.377000,1.000000,-2.310000,-14.360000,86.950000,86.950000,6.030000,6.030000,-8.340000,-8.340000,6.210000,6.210000
Mg-Se-Zn-Te,8.627000,8.627000,15.132000,1.000000,19.190000,15.900000,6.020000,6.020000,1.650000,1.650000,17.550000,17.550000,0.830000,0.830000
Mg-S-Sr-O,8.119000,8.119000,17.087000,1.000000,28.260000,29.960000,-3.510000,-3.510000,-0.850000,-0.850000,29.110000,29.110000,1.060000,1.060000
Mg-S-Sr-Se,8.587000,8.587000,15.273000,1.000000,-29.100000,-41.740000,30.750000,30.750000,6.320000,6.320000,-35.420000,-35.420000,1.430000,1.430000
Mg-S-Sr-Te,8.528000,8.528000,15.486000,1.000000,36.160000,13.370000,31.220000,31.220000,11.390000,11.390000,24.770000,24.770000,0.370000,0.370000
Mg-S-Zn-O,7.553000,7.553000,19.745000,1.000000,-87.930000,-36.580000,-72.710000,-72.710000,-25.680000,-25.680000,-62.250000,-62.250000,0.420000,0.420000
Mg-S-Zn-Se,8.127000,8.127000,17.051000,1.000000,34.120000,28.510000,10.290000,10.290000,2.800000,2.800000,31.320000,31.320000,0.840000,0.840000
Mg-S-Zn-Te,8.389000,8.389000,16.006000,1.000000,25.460000,24.410000,2.060000,2.060000,0.520000,0.520000,24.940000,24.940000,0.960000,0.960000
Mg-Te-Ba-O,8.765000,8.765000,14.662000,1.000000,48.450000,33.480000,25.310000,25.310000,7.480000,7.480000,40.960000,40.960000,0.690000,0.690000
Mg-Te-Ba-S,9.561000,9.561000,12.321000,1.000000,14.830000,-22.160000,-18.300000,-18.300000,18.500000,18.500000,-3.670000,-3.670000,-1.490000,-1.490000
Mg-Te-Ba-Se,9.610000,9.610000,12.197000,1.000000,-0.680000,-5.400000,42.380000,42.380000,2.360000,2.360000,-3.040000,-3.040000,7.970000,7.970000
Mg-Te-Be-O,6.487000,6.487000,26.768000,1.000000,-140.390000,52.840000,-120.500000,-120.500000,-96.620000,-96.620000,-43.770000,-43.770000,-0.380000,-0.380000
Mg-Te-Be-S,6.846000,6.846000,24.035000,1.000000,67.690000,-3.830000,67.470000,67.470000,35.760000,35.760000,31.930000,31.930000,-0.060000,-0.060000
Mg-Te-Be-Se,7.550000,7.550000,19.759000,1.000000,2.110000,3.660000,-4.240000,-4.240000,-0.780000,-0.780000,2.880000,2.880000,1.740000,1.740000
Mg-Te-Cd-O,7.889000,7.889000,18.096000,1.000000,20.390000,-11.040000,14.420000,14.420000,15.720000,15.720000,4.680000,4.680000,-0.540000,-0.540000
Mg-Te-Cd-S,8.707000,8.707000,14.858000,1.000000,13.830000,4.080000,12.630000,12.630000,4.870000,4.870000,8.960000,8.960000,0.300000,0.300000
Mg-Te-Cd-Se,8.990000,8.990000,13.935000,1.000000,50.750000,0.370000,50.750000,50.750000,25.190000,25.190000,25.560000,25.560000,0.010000,0.010000
Mg-Te-Sr-O,8.376000,8.376000,16.052000,1.000000,-26.090000,-10.790000,-21.630000,-21.630000,-7.650000,-7.650000,-18.440000,-18.440000,0.410000,0.410000
Mg-Te-Sr-S,9.442000,9.442000,12.634000,1.000000,-32.150000,-0.080000,-32.150000,-32.150000,-16.040000,-16.040000,-16.110000,-16.110000,0.000000,0.000000
Mg-Te-Sr-Se,9.545000,9.545000,12.363000,1.000000,8.410000,-32.320000,-115.860000,-115.860000,20.370000,20.370000,-11.960000,-11.960000,-3.840000,-3.840000
Mg-Te-Zn-O,6.908000,6.908000,23.603000,1.000000,30.710000,8.360000,28.430000,28.430000,11.170000,11.170000,19.540000,19.540000,0.270000,0.270000
Mg-Te-Zn-S,8.190000,8.190000,16.793000,1.000000,-25.910000,-18.740000,-12.370000,-12.370000,-3.590000,-3.590000,-22.320000,-22.320000,0.720000,0.720000
Mg-Te-Zn-Se,8.489000,8.489000,15.631000,1.000000,-25.480000,29.190000,7.940000,7.940000,-27.330000,-27.330000,1.850000,1.850000,-1.150000,-1.150000
Sr-O-Ba-S,8.363000,8.363000,16.106000,1.000000,36.860000,6.760000,35.630000,35.630000,15.050000,15.050000,21.810000,21.810000,0.180000,0.180000
Sr-O-Ba-Se,8.437000,8.437000,15.822000,1.000000,-23.310000,5.430000,-22.050000,-22.050000,-14.370000,-14.370000,-8.940000,-8.940000,-0.230000,-0.230000
Sr-O-Ba-Te,8.593000,8.593000,15.254000,1.000000,-8.510000,-16.020000,21.620000,21.620000,3.750000,3.750000,-12.270000,-12.270000,1.880000,1.880000
Sr-O-Be-S,7.622000,7.622000,19.386000,1.000000,-96.090000,-31.740000,-85.600000,-85.600000,-32.170000,-32.170000,-63.910000,-63.910000,0.330000,0.330000
Sr-O-Be-Se,7.767000,7.767000,18.671000,1.000000,36.150000,12.630000,31.730000,31.730000,11.760000,11.760000,24.390000,24.390000,0.350000,0.350000
Sr-O-Be-Te,8.048000,8.048000,17.390000,1.000000,44.550000,27.470000,27.610000,27.610000,8.540000,8.540000,36.010000,36.010000,0.620000,0.620000
Sr-O-Cd-S,8.243000,8.243000,16.576000,1.000000,27.190000,26.750000,0.870000,0.870000,0.220000,0.220000,26.970000,26.970000,0.980000,0.980000
Sr-O-Cd-Se,8.286000,8.286000,16.405000,1.000000,29.760000,11.180000,25.550000,25.550000,9.290000,9.290000,20.470000,20.470000,0.380000,0.380000
Sr-O-Cd-Te,8.450000,8.450000,15.775000,1.000000,-12.640000,-20.480000,20.550000,20.550000,3.920000,3.920000,-16.560000,-16.560000,1.620000,1.620000
Sr-O-Mg-S,8.118000,8.118000,17.089000,1.000000,69.420000,53.060000,28.860000,28.860000,8.180000,8.180000,61.240000,61.240000,0.760000,0.760000
Sr-O-Mg-Se,8.263000,8.263000,16.497000,1.000000,16.120000,10.640000,9.090000,9.090000,2.740000,2.740000,13.380000,13.380000,0.660000,0.660000
Sr-O-Mg-Te,8.376000,8.376000,16.054000,1.000000,10.560000,-2.630000,9.910000,9.910000,6.600000,6.600000,3.970000,3.970000,-0.250000,-0.250000
Sr-O-Zn-S,7.933000,7.933000,17.895000,1.000000,28.920000,4.470000,28.220000,28.220000,12.220000,12.220000,16.690000,16.690000,0.150000,0.150000
Sr-O-Zn-Se,8.107000,8.107000,17.138000,1.000000,30.170000,15.840000,21.850000,21.850000,7.170000,7.170000,23.000000,23.000000,0.520000,0.520000
Sr-O-Zn-Te,8.323000,8.323000,16.261000,1.000000,16.610000,8.360000,12.410000,12.410000,4.130000,4.130000,12.490000,12.490000,0.500000,0.500000
Sr-S-Ba-O,8.740000,8.740000,14.743000,1.000000,-24.040000,77.620000,226.600000,226.600000,-50.830000,-50.830000,26.790000,26.790000,-3.230000,-3.230000
Sr-S-Ba-Se,9.848000,9.848000,11.614000,1.000000,-6.550000,-1.700000,-6.110000,-6.110000,-2.420000,-2.420000,-4.120000,-4.120000,0.260000,0.260000
Sr-S-Ba-Te,9.954000,9.954000,11.368000,1.000000,21.630000,0.760000,21.600000,21.600000,10.440000,10.440000,11.200000,11.200000,0.040000,0.040000
Sr-S-Be-O,7.209000,7.209000,21.675000,1.000000,28.110000,-36.000000,-17.990000,-17.990000,32.050000,32.050000,-3.940000,-3.940000,-1.280000,-1.280000
Sr-S-Be-Se,7.915000,7.915000,17.979000,1.000000,-56.120000,22.270000,-47.280000,-47.280000,-39.200000,-39.200000,-16.930000,-16.930000,-0.400000,-0.400000
Sr-S-Be-Te,8.518000,8.518000,15.524000,1.000000,24.050000,-41.180000,-46.470000,-46.470000,32.610000,32.610000,-8.570000,-8.570000,-1.710000,-1.710000
Sr-S-Cd-O,7.851000,7.851000,18.275000,1.000000,2.290000,19.740000,-167.730000,-167.730000,-8.720000,-8.720000,11.020000,11.020000,8.610000,8.610000
Sr-S-Cd-Se,9.135000,9.135000,13.497000,1.000000,8.420000,-28.270000,-86.450000,-86.450000,18.340000,18.340000,-9.920000,-9.920000,-3.360000,-3.360000
Sr-S-Cd-Te,9.469000,9.469000,12.562000,1.000000,20.160000,10.180000,15.010000,15.010000,4.990000,4.990000,15.170000,15.170000,0.510000,0.510000
Sr-Se-Ba-O,8.755000,8.755000,14.696000,1.000000,-20.060000,-11.510000,-13.450000,-13.450000,-4.270000,-4.270000,-15.780000,-15.780000,0.570000,0.570000
Sr-Se-Ba-S,9.938000,9.938000,11.405000,1.000000,4.870000,7.310000,-6.090000,-6.090000,-1.220000,-1.220000,6.090000,6.090000,1.500000,1.500000
Sr-Se-Ba-Te,10.172000,10.172000,10.884000,1.000000,4.710000,15.080000,-43.490000,-43.490000,-5.180000,-5.180000,9.900000,9.900000,3.200000,3.200000
Sr-Se-Be-O,6.678000,6.678000,25.254000,1.000000,-169.430000,58.690000,-149.100000,-149.100000,-114.060000,-114.060000,-55.370000,-55.370000,-0.350000,-0.350000
Sr-Se-Be-S,7.482000,7.482000,20.122000,1.000000,-43.740000,-79.470000,100.620000,100.620000,17.860000,17.860000,-61.610000,-61.610000,1.820000,1.820000
Sr-Se-Be-Te,8.509000,8.509000,15.557000,1.000000,-55.050000,8.320000,-53.790000,-53.790000,-31.680000,-31.680000,-23.360000,-23.360000,-0.150000,-0.150000
Sr-Se-Cd-O,7.890000,7.890000,18.092000,1.000000,-7.360000,-3.610000,-5.580000,-5.580000,-1.870000,-1.870000,-5.480000,-5.480000,0.490000,0.490000
Sr-Se-Cd-S,8.847000,8.847000,14.390000,1.000000,-21.020000,21.200000,0.380000,0.380000,-21.110000,-21.110000,0.090000,0.090000,-1.010000,-1.010000
Sr-Se-Cd-Te,9.592000,9.592000,12.241000,1.000000,-36.650000,1.630000,-36.580000,-36.580000,-19.140000,-19.140000,-17.510000,-17.510000,-0.040000,-0.040000
Sr-Se-Mg-O,7.402000,7.402000,20.557000,1.000000,-75.890000,-23.260000,-68.760000,-68.760000,-26.320000,-26.320000,-49.570000,-49.570000,0.310000,0.310000
Sr-Se-Mg-S,8.584000,8.584000,15.284000,1.000000,18.400000,31.420000,-35.230000,-35.230000,-6.510000,-6.510000,24.910000,24.910000,1.710000,1.710000
Sr-Se-Mg-Te,9.542000,9.542000,12.371000,1.000000,-26.990000,11.690000,-21.920000,-21.920000,-19.340000,-19.340000,-7.650000,-7.650000,-0.430000,-0.430000
Sr-Se-Zn-O,7.314000,7.314000,21.052000,1.000000,-58.930000,20.420000,-51.850000,-51.850000,-39.670000,-39.670000,-19.250000,-19.250000,-0.350000,-0.350000
Sr-Se-Zn-S,8.261000,8.261000,16.505000,1.000000,-12.640000,-5.140000,-10.550000,-10.550000,-3.750000,-3.750000,-8.890000,-8.890000,0.410000,0.410000
Sr-Se-Zn-Te,9.169000,9.169000,13.399000,1.000000,-0.310000,30.480000,3020.360000,3020.360000,-15.390000,-15.390000,15.090000,15.090000,-99.110000,-99.110000
Sr-S-Mg-O,7.374000,7.374000,20.711000,1.000000,-33.700000,56.340000,60.490000,60.490000,-45.020000,-45.020000,11.320000,11.320000,-1.670000,-1.670000
Sr-S-Mg-Se,9.020000,9.020000,13.845000,1.000000,47.450000,3.620000,47.180000,47.180000,21.920000,21.920000,25.540000,25.540000,0.080000,0.080000
Sr-S-Mg-Te,9.443000,9.443000,12.631000,1.000000,42.970000,1.140000,42.940000,42.940000,20.920000,20.920000,22.050000,22.050000,0.030000,0.030000
Sr-S-Zn-O,7.339000,7.339000,20.911000,1.000000,-26.650000,0.900000,-26.620000,-26.620000,-13.770000,-13.770000,-12.880000,-12.880000,-0.030000,-0.030000
Sr-S-Zn-Se,8.652000,8.652000,15.047000,1.000000,12.790000,30.070000,-57.950000,-57.950000,-8.640000,-8.640000,21.430000,21.430000,2.350000,2.350000
Sr-S-Zn-Te,9.135000,9.135000,13.497000,1.000000,3.630000,0.160000,3.630000,3.630000,1.740000,1.740000,1.900000,1.900000,0.040000,0.040000
Sr-Te-Ba-O,8.908000,8.908000,14.193000,1.000000,26.730000,18.640000,13.740000,13.740000,4.050000,4.050000,22.680000,22.680000,0.700000,0.700000
Sr-Te-Ba-S,10.106000,10.106000,11.027000,1.000000,17.530000,-3.830000,16.690000,16.690000,10.680000,10.680000,6.850000,6.850000,-0.220000,-0.220000
Sr-Te-Ba-Se,10.240000,10.240000,10.741000,1.000000,-3.520000,-7.710000,13.380000,13.380000,2.100000,2.100000,-5.620000,-5.620000,2.190000,2.190000
Sr-Te-Be-O,8.294000,8.294000,16.372000,1.000000,-16.300000,-27.660000,30.640000,30.640000,5.680000,5.680000,-21.980000,-21.980000,1.700000,1.700000
Sr-Te-Be-S,7.113000,7.113000,22.261000,1.000000,64.540000,32.150000,48.530000,48.530000,16.200000,16.200000,48.350000,48.350000,0.500000,0.500000
Sr-Te-Be-Se,7.790000,7.790000,18.561000,1.000000,-12.800000,17.980000,12.460000,12.460000,-15.390000,-15.390000,2.590000,2.590000,-1.400000,-1.400000
Sr-Te-Cd-O,10.438000,10.438000,10.338000,1.000000,5.760000,6.690000,-2.010000,-2.010000,-0.460000,-0.460000,6.230000,6.230000,1.160000,1.160000
Sr-Te-Cd-S,8.751000,8.751000,14.709000,1.000000,-11.270000,-10.290000,-1.890000,-1.890000,-0.490000,-0.490000,-10.780000,-10.780000,0.910000,0.910000
Sr-Te-Cd-Se,9.109000,9.109000,13.575000,1.000000,-19.460000,-29.770000,26.090000,26.090000,5.160000,5.160000,-24.610000,-24.610000,1.530000,1.530000
Sr-Te-Mg-O,7.101000,7.101000,22.338000,1.000000,25.650000,-25.830000,-0.360000,-0.360000,25.740000,25.740000,-0.090000,-0.090000,-1.010000,-1.010000
Sr-Te-Mg-S,8.534000,8.534000,15.464000,1.000000,-21.200000,25.860000,10.340000,10.340000,-23.530000,-23.530000,2.330000,2.330000,-1.220000,-1.220000
Sr-Te-Mg-Se,8.932000,8.932000,14.116000,1.000000,-25.040000,2.690000,-24.750000,-24.750000,-13.870000,-13.870000,-11.170000,-11.170000,-0.110000,-0.110000
Sr-Te-Zn-O,8.588000,8.588000,15.271000,1.000000,42.610000,25.020000,27.910000,27.910000,8.790000,8.790000,33.820000,33.820000,0.590000,0.590000
Sr-Te-Zn-S,9.762000,9.762000,11.818000,1.000000,9.450000,3.090000,8.440000,8.440000,3.180000,3.180000,6.270000,6.270000,0.330000,0.330000
Sr-Te-Zn-Se,8.634000,8.634000,15.108000,1.000000,-12.120000,11.550000,-1.120000,-1.120000,-11.830000,-11.830000,-0.290000,-0.290000,-0.950000,-0.950000
Zn-O-Ba-S,7.430000,7.430000,20.401000,1.000000,-27.900000,0.660000,-27.880000,-27.880000,-14.280000,-14.280000,-13.620000,-13.620000,-0.020000,-0.020000
Zn-O-Ba-Se,9.172000,9.172000,13.387000,1.000000,14.280000,17.660000,-7.570000,-7.570000,-1.690000,-1.690000,15.970000,15.970000,1.240000,1.240000
Zn-O-Ba-Te,7.079000,7.079000,22.473000,1.000000,-35.470000,-45.040000,21.740000,21.740000,4.790000,4.790000,-40.250000,-40.250000,1.270000,1.270000
Zn-O-Be-S,6.915000,6.915000,23.554000,1.000000,60.490000,30.880000,44.720000,44.720000,14.800000,14.800000,45.680000,45.680000,0.510000,0.510000
Zn-O-Be-Se,7.085000,7.085000,22.436000,1.000000,69.100000,35.720000,50.630000,50.630000,16.690000,16.690000,52.410000,52.410000,0.520000,0.520000
Zn-O-Be-Te,7.306000,7.306000,21.102000,1.000000,-57.260000,-55.000000,-4.420000,-4.420000,-1.130000,-1.130000,-56.130000,-56.130000,0.960000,0.960000
Zn-O-Cd-S,7.244000,7.244000,21.463000,1.000000,-87.300000,-60.550000,-45.290000,-45.290000,-13.370000,-13.370000,-73.930000,-73.930000,0.690000,0.690000
Zn-O-Cd-Se,7.178000,7.178000,21.861000,1.000000,-64.420000,-73.530000,19.510000,19.510000,4.550000,4.550000,-68.970000,-68.970000,1.140000,1.140000
Zn-O-Cd-Te,6.814000,6.814000,24.257000,1.000000,57.740000,13.980000,54.350000,54.350000,21.880000,21.880000,35.860000,35.860000,0.240000,0.240000
Zn-O-Mg-S,7.553000,7.553000,19.744000,1.000000,-33.830000,-4.900000,-33.120000,-33.120000,-14.470000,-14.470000,-19.370000,-19.370000,0.140000,0.140000
Zn-O-Mg-Se,7.830000,7.830000,18.373000,1.000000,-64.650000,-35.000000,-45.700000,-45.700000,-14.830000,-14.830000,-49.820000,-49.820000,0.540000,0.540000
Zn-O-Mg-Te,6.907000,6.907000,23.608000,1.000000,69.380000,4.390000,69.110000,69.110000,32.500000,32.500000,36.880000,36.880000,0.060000,0.060000
Zn-O-Sr-S,7.338000,7.338000,20.919000,1.000000,13.950000,31.280000,-56.220000,-56.220000,-8.670000,-8.670000,22.610000,22.610000,2.240000,2.240000
Zn-O-Sr-Se,7.315000,7.315000,21.047000,1.000000,61.300000,-24.530000,51.480000,51.480000,42.920000,42.920000,18.380000,18.380000,-0.400000,-0.400000
Zn-O-Sr-Te,8.182000,8.182000,16.824000,1.000000,6.280000,7.760000,-3.300000,-3.300000,-0.740000,-0.740000,7.020000,7.020000,1.240000,1.240000
Zn-S-Ba-O,8.145000,8.145000,16.977000,1.000000,-0.140000,12.710000,1128.700000,1128.700000,-6.420000,-6.420000,6.280000,6.280000,-88.840000,-88.840000
Zn-S-Ba-Se,8.317000,8.317000,16.281000,1.000000,19.650000,14.080000,9.550000,9.550000,2.780000,2.780000,16.860000,16.860000,0.720000,0.720000
Zn-S-Ba-Te,10.483000,10.483000,10.250000,1.000000,5.330000,4.060000,2.250000,2.250000,0.640000,0.640000,4.700000,4.700000,0.760000,0.760000
