Material,aa,bb,cc,SG,C11,C12,Y_2D_a,Y_2D_b,G_a,G_b,B_a,B_b,V_a,V_b
Hf-Ti-Te-O,6.349000,6.349000,20.928000,1.000000,73.410000,91.970000,-41.830000,-41.830000,-9.280000,-9.280000,82.690000,82.690000,1.250000,1.250000
Hf-Ti-Te-S,7.176000,7.176000,16.381000,1.000000,35.100000,46.720000,-27.090000,-27.090000,-5.810000,-5.810000,40.910000,40.910000,1.330000,1.330000
Hf-Ti-Te-Se,7.299000,7.299000,15.837000,1.000000,44.340000,47.650000,-6.860000,-6.860000,-1.650000,-1.650000,45.990000,45.990000,1.070000,1.070000
Hf-W-O-S,6.409000,6.409000,20.539000,1.000000,268.080000,67.160000,251.260000,251.260000,100.460000,100.460000,167.620000,167.620000,0.250000,0.250000
Hf-W-O-Se,6.468000,6.468000,20.168000,1.000000,261.000000,53.020000,250.230000,250.230000,103.990000,103.990000,157.010000,157.010000,0.200000,0.200000
Hf-W-O-Te,6.624000,6.624000,19.227000,1.000000,250.850000,62.790000,235.130000,235.130000,94.030000,94.030000,156.820000,156.820000,0.250000,0.250000
Hf-W-Se-O,6.845000,6.845000,18.007000,1.000000,87.950000,-2.280000,87.890000,87.890000,45.120000,45.120000,42.840000,42.840000,-0.030000,-0.030000
Hf-W-Se-S,6.912000,6.912000,17.660000,1.000000,137.810000,23.020000,133.960000,133.960000,57.390000,57.390000,80.410000,80.410000,0.170000,0.170000
Hf-W-Se-Te,7.225000,7.225000,16.163000,1.000000,115.420000,63.650000,80.330000,80.330000,25.890000,25.890000,89.530000,89.530000,0.550000,0.550000
Hf-W-S-O,6.745000,6.745000,18.542000,1.000000,,,,,,,,,,
Hf-W-S-Se,6.911000,6.911000,17.662000,1.000000,146.750000,62.100000,120.470000,120.470000,42.320000,42.320000,104.420000,104.420000,0.420000,0.420000
Hf-W-S-Te,7.072000,7.072000,16.870000,1.000000,215.820000,10.990000,215.260000,215.260000,102.420000,102.420000,113.400000,113.400000,0.050000,0.050000
Hf-W-Te-O,6.339000,6.339000,20.996000,1.000000,71.020000,88.200000,-38.520000,-38.520000,-8.590000,-8.590000,79.610000,79.610000,1.240000,1.240000
Hf-W-Te-S,6.969000,6.969000,17.373000,1.000000,17.560000,58.620000,-178.110000,-178.110000,-20.530000,-20.530000,38.090000,38.090000,3.340000,3.340000
Hf-W-Te-Se,7.109000,7.109000,16.693000,1.000000,35.370000,54.340000,-48.100000,-48.100000,-9.480000,-9.480000,44.850000,44.850000,1.540000,1.540000
Mn-Cr-O-S,5.850000,5.850000,24.650000,1.000000,120.100000,6.610000,119.730000,119.730000,56.750000,56.750000,63.350000,63.350000,0.050000,0.050000
Mn-Cr-O-Se,5.997000,5.997000,23.459000,1.000000,32.940000,81.990000,-171.130000,-171.130000,-24.520000,-24.520000,57.470000,57.470000,2.490000,2.490000
Mn-Cr-O-Te,6.452000,6.452000,20.265000,1.000000,14.430000,252.800000,-4415.220000,-4415.220000,-119.190000,-119.190000,133.610000,133.610000,17.520000,17.520000
Mn-Cr-Se-O,5.973000,5.973000,23.650000,1.000000,16.340000,45.070000,-107.970000,-107.970000,-14.360000,-14.360000,30.700000,30.700000,2.760000,2.760000
Mn-Cr-Se-S,6.213000,6.213000,21.857000,1.000000,177.700000,76.330000,144.920000,144.920000,50.690000,50.690000,127.020000,127.020000,0.430000,0.430000
Mn-Cr-Se-Te,6.748000,6.748000,18.526000,1.000000,115.510000,15.630000,113.390000,113.390000,49.940000,49.940000,65.570000,65.570000,0.140000,0.140000
Mn-Cr-S-O,6.508000,6.508000,19.921000,1.000000,82.460000,-19.690000,77.760000,77.760000,51.080000,51.080000,31.390000,31.390000,-0.240000,-0.240000
Mn-Cr-S-Se,6.300000,6.300000,21.255000,1.000000,108.320000,95.780000,23.620000,23.620000,6.270000,6.270000,102.050000,102.050000,0.880000,0.880000
Mn-Cr-S-Te,6.620000,6.620000,19.252000,1.000000,96.990000,41.810000,78.970000,78.970000,27.590000,27.590000,69.400000,69.400000,0.430000,0.430000
Mn-Cr-Te-O,6.188000,6.188000,22.033000,1.000000,-234.410000,-198.320000,-66.610000,-66.610000,-18.040000,-18.040000,-216.360000,-216.360000,0.850000,0.850000
Mn-Cr-Te-S,6.505000,6.505000,19.937000,1.000000,108.240000,53.800000,81.500000,81.500000,27.220000,27.220000,81.020000,81.020000,0.500000,0.500000
Mn-Cr-Te-Se,6.639000,6.639000,19.139000,1.000000,110.700000,76.440000,57.910000,57.910000,17.130000,17.130000,93.570000,93.570000,0.690000,0.690000
Mn-Ge-O-S,6.320000,6.320000,21.124000,1.000000,178.030000,122.220000,94.110000,94.110000,27.900000,27.900000,150.120000,150.120000,0.690000,0.690000
Mn-Ge-O-Se,6.391000,6.391000,20.655000,1.000000,113.470000,87.330000,46.260000,46.260000,13.070000,13.070000,100.400000,100.400000,0.770000,0.770000
Mn-Ge-O-Te,6.068000,6.068000,22.909000,1.000000,-143.460000,-165.100000,46.550000,46.550000,10.820000,10.820000,-154.280000,-154.280000,1.150000,1.150000
Mn-Ge-Se-O,6.012000,6.012000,23.339000,1.000000,194.160000,108.560000,133.470000,133.470000,42.800000,42.800000,151.360000,151.360000,0.560000,0.560000
Mn-Ge-Se-S,6.741000,6.741000,18.567000,1.000000,146.490000,45.680000,132.250000,132.250000,50.410000,50.410000,96.080000,96.080000,0.310000,0.310000
Mn-Ge-Se-Te,6.949000,6.949000,17.470000,1.000000,-28.350000,-41.790000,33.250000,33.250000,6.720000,6.720000,-35.070000,-35.070000,1.470000,1.470000
Mn-Ge-S-O,5.926000,5.926000,24.026000,1.000000,242.960000,108.670000,194.360000,194.360000,67.150000,67.150000,175.810000,175.810000,0.450000,0.450000
Mn-Ge-S-Se,6.812000,6.812000,18.178000,1.000000,11.100000,29.100000,-65.180000,-65.180000,-9.000000,-9.000000,20.100000,20.100000,2.620000,2.620000
Mn-Ge-S-Te,6.816000,6.816000,18.159000,1.000000,-13.010000,-68.350000,346.200000,346.200000,27.670000,27.670000,-40.680000,-40.680000,5.260000,5.260000
Mn-Ge-Te-O,6.208000,6.208000,21.893000,1.000000,-27.650000,-114.970000,450.440000,450.440000,43.660000,43.660000,-71.310000,-71.310000,4.160000,4.160000
Mn-Ge-Te-S,6.953000,6.953000,17.452000,1.000000,130.370000,46.570000,113.730000,113.730000,41.900000,41.900000,88.470000,88.470000,0.360000,0.360000
Mn-Ge-Te-Se,7.201000,7.201000,16.270000,1.000000,52.270000,-6.500000,51.460000,51.460000,29.380000,29.380000,22.890000,22.890000,-0.120000,-0.120000
Mn-Hf-O-S,6.642000,6.642000,19.123000,1.000000,30.080000,91.760000,-249.910000,-249.910000,-30.840000,-30.840000,60.920000,60.920000,3.050000,3.050000
Mn-Hf-O-Se,6.636000,6.636000,19.161000,1.000000,-77.070000,99.160000,50.530000,50.530000,-88.120000,-88.120000,11.050000,11.050000,-1.290000,-1.290000
Mn-Hf-O-Te,6.289000,6.289000,21.330000,1.000000,24.350000,209.480000,-1777.820000,-1777.820000,-92.560000,-92.560000,116.910000,116.910000,8.600000,8.600000
Mn-Hf-Se-O,6.468000,6.468000,20.169000,1.000000,249.170000,39.420000,242.930000,242.930000,104.870000,104.870000,144.300000,144.300000,0.160000,0.160000
Mn-Hf-Se-S,6.942000,6.942000,17.508000,1.000000,101.150000,30.690000,91.840000,91.840000,35.230000,35.230000,65.920000,65.920000,0.300000,0.300000
Mn-Hf-Se-Te,7.129000,7.129000,16.601000,1.000000,-26.180000,17.840000,-14.030000,-14.030000,-22.010000,-22.010000,-4.170000,-4.170000,-0.680000,-0.680000
Mn-Hf-S-O,6.394000,6.394000,20.637000,1.000000,217.100000,68.420000,195.540000,195.540000,74.340000,74.340000,142.760000,142.760000,0.320000,0.320000
Mn-Hf-S-Se,6.945000,6.945000,17.489000,1.000000,41.250000,-36.470000,9.000000,9.000000,38.860000,38.860000,2.390000,2.390000,-0.880000,-0.880000
Mn-Hf-S-Te,6.955000,6.955000,17.442000,1.000000,-63.870000,-20.880000,-57.040000,-57.040000,-21.490000,-21.490000,-42.370000,-42.370000,0.330000,0.330000
Mn-Hf-Te-O,6.572000,6.572000,19.535000,1.000000,274.960000,48.230000,266.500000,266.500000,113.370000,113.370000,161.600000,161.600000,0.180000,0.180000
Mn-Hf-Te-S,7.126000,7.126000,16.613000,1.000000,115.470000,14.870000,113.560000,113.560000,50.300000,50.300000,65.170000,65.170000,0.130000,0.130000
Mn-Hf-Te-Se,7.281000,7.281000,15.912000,1.000000,79.550000,2.920000,79.450000,79.450000,38.320000,38.320000,41.240000,41.240000,0.040000,0.040000
Mn-Mo-O-S,5.991000,5.991000,23.508000,1.000000,116.130000,49.050000,95.410000,95.410000,33.540000,33.540000,82.590000,82.590000,0.420000,0.420000
Mn-Mo-O-Se,6.113000,6.113000,22.573000,1.000000,-127.900000,-82.920000,-74.140000,-74.140000,-22.490000,-22.490000,-105.410000,-105.410000,0.650000,0.650000
Mn-Mo-O-Te,6.257000,6.257000,21.552000,1.000000,91.120000,-27.510000,82.810000,82.810000,59.310000,59.310000,31.800000,31.800000,-0.300000,-0.300000
Mn-Mo-Se-O,5.977000,5.977000,23.616000,1.000000,220.200000,69.920000,197.990000,197.990000,75.140000,75.140000,145.060000,145.060000,0.320000,0.320000
Mn-Mo-Se-S,6.395000,6.395000,20.629000,1.000000,126.560000,111.500000,28.340000,28.340000,7.530000,7.530000,119.030000,119.030000,0.880000,0.880000
Mn-Mo-Se-Te,6.782000,6.782000,18.342000,1.000000,56.720000,86.520000,-75.270000,-75.270000,-14.900000,-14.900000,71.620000,71.620000,1.530000,1.530000
Mn-Mo-S-O,5.885000,5.885000,24.362000,1.000000,261.580000,96.440000,226.030000,226.030000,82.570000,82.570000,179.010000,179.010000,0.370000,0.370000
Mn-Mo-S-Se,6.394000,6.394000,20.634000,1.000000,197.650000,-5.580000,197.490000,197.490000,101.610000,101.610000,96.040000,96.040000,-0.030000,-0.030000
Mn-Mo-S-Te,6.671000,6.671000,18.958000,1.000000,51.960000,47.770000,8.050000,8.050000,2.100000,2.100000,49.860000,49.860000,0.920000,0.920000
Mn-Mo-Te-O,6.235000,6.235000,21.704000,1.000000,51.600000,98.570000,-136.690000,-136.690000,-23.480000,-23.480000,75.090000,75.090000,1.910000,1.910000
Mn-Mo-Te-S,6.571000,6.571000,19.538000,1.000000,110.050000,85.060000,44.300000,44.300000,12.490000,12.490000,97.550000,97.550000,0.770000,0.770000
Mn-Mo-Te-Se,6.682000,6.682000,18.896000,1.000000,207.530000,26.760000,204.080000,204.080000,90.390000,90.390000,117.140000,117.140000,0.130000,0.130000
Mn-Pb-O-S,6.691000,6.691000,18.846000,1.000000,-4.750000,22.380000,100.620000,100.620000,-13.560000,-13.560000,8.810000,8.810000,-4.710000,-4.710000
Mn-Pb-O-Se,5.946000,5.946000,23.862000,1.000000,-4.330000,0.530000,-4.270000,-4.270000,-2.430000,-2.430000,-1.900000,-1.900000,-0.120000,-0.120000
Mn-Pb-O-Te,6.207000,6.207000,21.900000,1.000000,97.150000,7.470000,96.570000,96.570000,44.840000,44.840000,52.310000,52.310000,0.080000,0.080000
Mn-Pb-Se-O,6.711000,6.711000,18.734000,1.000000,125.370000,48.010000,106.990000,106.990000,38.680000,38.680000,86.690000,86.690000,0.380000,0.380000
Mn-Pb-Se-S,7.204000,7.204000,16.255000,1.000000,52.590000,18.730000,45.920000,45.920000,16.930000,16.930000,35.660000,35.660000,0.360000,0.360000
Mn-Pb-Se-Te,6.533000,6.533000,19.765000,1.000000,133.240000,42.080000,119.950000,119.950000,45.580000,45.580000,87.660000,87.660000,0.320000,0.320000
Mn-Pb-S-O,6.594000,6.594000,19.401000,1.000000,152.620000,46.940000,138.180000,138.180000,52.840000,52.840000,99.780000,99.780000,0.310000,0.310000
Mn-Pb-S-Se,6.754000,6.754000,18.492000,1.000000,-7.620000,-29.200000,104.230000,104.230000,10.790000,10.790000,-18.410000,-18.410000,3.830000,3.830000
Mn-Pb-S-Te,6.425000,6.425000,20.436000,1.000000,186.790000,-5.430000,186.630000,186.630000,96.110000,96.110000,90.680000,90.680000,-0.030000,-0.030000
Mn-Pb-Te-O,6.905000,6.905000,17.695000,1.000000,148.280000,47.990000,132.750000,132.750000,50.140000,50.140000,98.140000,98.140000,0.320000,0.320000
Mn-Pb-Te-S,7.476000,7.476000,15.094000,1.000000,85.250000,29.280000,75.200000,75.200000,27.990000,27.990000,57.270000,57.270000,0.340000,0.340000
Mn-Pb-Te-Se,7.775000,7.775000,13.956000,1.000000,9.890000,-30.880000,-86.510000,-86.510000,20.380000,20.380000,-10.490000,-10.490000,-3.120000,-3.120000
Mn-Si-O-S,6.172000,6.172000,22.143000,1.000000,190.290000,-83.530000,153.620000,153.620000,136.910000,136.910000,53.380000,53.380000,-0.440000,-0.440000
Mn-Si-O-Se,6.603000,6.603000,19.347000,1.000000,14.780000,48.030000,-141.290000,-141.290000,-16.620000,-16.620000,31.410000,31.410000,3.250000,3.250000
Mn-Si-O-Te,6.434000,6.434000,20.381000,1.000000,11.290000,72.720000,-457.030000,-457.030000,-30.710000,-30.710000,42.010000,42.010000,6.440000,6.440000
Mn-Si-Se-O,5.751000,5.751000,25.506000,1.000000,146.620000,72.390000,110.890000,110.890000,37.120000,37.120000,109.510000,109.510000,0.490000,0.490000
Mn-Si-Se-S,6.542000,6.542000,19.711000,1.000000,175.120000,74.410000,143.500000,143.500000,50.350000,50.350000,124.760000,124.760000,0.420000,0.420000
Mn-Si-Se-Te,7.112000,7.112000,16.679000,1.000000,-79.330000,-80.940000,3.260000,3.260000,0.810000,0.810000,-80.130000,-80.130000,1.020000,1.020000
Mn-Si-S-O,5.648000,5.648000,26.451000,1.000000,156.020000,58.430000,134.130000,134.130000,48.790000,48.790000,107.220000,107.220000,0.370000,0.370000
Mn-Si-S-Se,6.708000,6.708000,18.748000,1.000000,111.020000,51.620000,87.030000,87.030000,29.700000,29.700000,81.320000,81.320000,0.460000,0.460000
Mn-Si-S-Te,7.060000,7.060000,16.928000,1.000000,-117.680000,-137.380000,42.700000,42.700000,9.850000,9.850000,-127.530000,-127.530000,1.170000,1.170000
Mn-Si-Te-O,6.000000,6.000000,23.439000,1.000000,3.290000,-527.340000,-84520.030000,-84520.030000,265.320000,265.320000,-262.030000,-262.030000,-160.280000,-160.280000
Mn-Si-Te-S,6.683000,6.683000,18.892000,1.000000,178.830000,83.510000,139.830000,139.830000,47.660000,47.660000,131.170000,131.170000,0.470000,0.470000
Mn-Si-Te-Se,7.017000,7.017000,17.136000,1.000000,138.070000,52.600000,118.030000,118.030000,42.740000,42.740000,95.330000,95.330000,0.380000,0.380000
Mn-Sn-O-S,6.564000,6.564000,19.578000,1.000000,63.970000,81.020000,-38.650000,-38.650000,-8.530000,-8.530000,72.490000,72.490000,1.270000,1.270000
Mn-Sn-O-Se,6.704000,6.704000,18.772000,1.000000,-89.920000,66.860000,-40.200000,-40.200000,-78.390000,-78.390000,-11.530000,-11.530000,-0.740000,-0.740000
Mn-Sn-O-Te,6.146000,6.146000,22.336000,1.000000,-72.180000,-319.970000,1346.280000,1346.280000,123.900000,123.900000,-196.080000,-196.080000,4.430000,4.430000
Mn-Sn-Se-O,6.459000,6.459000,20.222000,1.000000,199.040000,58.790000,181.680000,181.680000,70.130000,70.130000,128.910000,128.910000,0.300000,0.300000
Mn-Sn-Se-S,7.033000,7.033000,17.054000,1.000000,124.750000,53.420000,101.880000,101.880000,35.670000,35.670000,89.080000,89.080000,0.430000,0.430000
Mn-Sn-Se-Te,6.467000,6.467000,20.170000,1.000000,171.640000,18.930000,169.550000,169.550000,76.350000,76.350000,95.280000,95.280000,0.110000,0.110000
Mn-Sn-S-O,6.375000,6.375000,20.760000,1.000000,220.740000,48.910000,209.910000,209.910000,85.920000,85.920000,134.830000,134.830000,0.220000,0.220000
Mn-Sn-S-Se,7.252000,7.252000,16.040000,1.000000,9.720000,-16.370000,-17.840000,-17.840000,13.050000,13.050000,-3.320000,-3.320000,-1.680000,-1.680000
Mn-Sn-S-Te,6.363000,6.363000,20.834000,1.000000,161.270000,-27.720000,156.510000,156.510000,94.500000,94.500000,66.770000,66.770000,-0.170000,-0.170000
Mn-Sn-Te-O,6.584000,6.584000,19.461000,1.000000,219.190000,48.080000,208.650000,208.650000,85.560000,85.560000,133.630000,133.630000,0.220000,0.220000
Mn-Sn-Te-S,7.242000,7.242000,16.084000,1.000000,88.760000,-0.020000,88.760000,88.760000,44.390000,44.390000,44.370000,44.370000,-0.000000,-0.000000
Mn-Sn-Te-Se,7.532000,7.532000,14.872000,1.000000,91.980000,34.350000,79.150000,79.150000,28.820000,28.820000,63.170000,63.170000,0.370000,0.370000
Mn-Ti-O-S,6.142000,6.142000,22.361000,1.000000,-62.270000,-3.140000,-62.110000,-62.110000,-29.570000,-29.570000,-32.710000,-32.710000,0.050000,0.050000
Mn-Ti-O-Se,6.195000,6.195000,21.982000,1.000000,-31.080000,174.970000,953.860000,953.860000,-103.030000,-103.030000,71.940000,71.940000,-5.630000,-5.630000
Mn-Ti-O-Te,6.519000,6.519000,19.849000,1.000000,44.160000,128.380000,-329.080000,-329.080000,-42.110000,-42.110000,86.270000,86.270000,2.910000,2.910000
Mn-Ti-Se-O,6.088000,6.088000,22.760000,1.000000,177.930000,105.820000,114.990000,114.990000,36.050000,36.050000,141.870000,141.870000,0.590000,0.590000
Mn-Ti-Se-S,6.607000,6.607000,19.325000,1.000000,154.080000,-3.050000,154.020000,154.020000,78.560000,78.560000,75.520000,75.520000,-0.020000,-0.020000
Mn-Ti-Se-Te,6.934000,6.934000,17.548000,1.000000,-18.330000,44.930000,91.850000,91.850000,-31.630000,-31.630000,13.300000,13.300000,-2.450000,-2.450000
Mn-Ti-S-O,6.012000,6.012000,23.341000,1.000000,195.030000,89.640000,153.840000,153.840000,52.700000,52.700000,142.340000,142.340000,0.460000,0.460000
Mn-Ti-S-Se,6.628000,6.628000,19.204000,1.000000,68.390000,26.100000,58.430000,58.430000,21.140000,21.140000,47.250000,47.250000,0.380000,0.380000
Mn-Ti-S-Te,6.798000,6.798000,18.257000,1.000000,-12.550000,34.600000,82.880000,82.880000,-23.570000,-23.570000,11.030000,11.030000,-2.760000,-2.760000
Mn-Ti-Te-O,6.259000,6.259000,21.533000,1.000000,109.050000,79.840000,50.590000,50.590000,14.600000,14.600000,94.450000,94.450000,0.730000,0.730000
Mn-Ti-Te-S,6.857000,6.857000,17.940000,1.000000,153.080000,18.390000,150.870000,150.870000,67.340000,67.340000,85.730000,85.730000,0.120000,0.120000
Mn-Ti-Te-Se,6.997000,6.997000,17.230000,1.000000,130.780000,11.390000,129.790000,129.790000,59.700000,59.700000,71.080000,71.080000,0.090000,0.090000
Mn-W-O-S,6.012000,6.012000,23.339000,1.000000,-13.580000,-97.970000,693.020000,693.020000,42.190000,42.190000,-55.780000,-55.780000,7.210000,7.210000
Mn-W-O-Se,6.130000,6.130000,22.453000,1.000000,-91.930000,-104.190000,26.160000,26.160000,6.130000,6.130000,-98.060000,-98.060000,1.130000,1.130000
Mn-W-O-Te,6.498000,6.498000,19.982000,1.000000,70.040000,82.770000,-27.770000,-27.770000,-6.360000,-6.360000,76.400000,76.400000,1.180000,1.180000
Mn-W-Se-O,5.937000,5.937000,23.934000,1.000000,215.060000,90.500000,176.970000,176.970000,62.280000,62.280000,152.780000,152.780000,0.420000,0.420000
Mn-W-Se-S,6.399000,6.399000,20.601000,1.000000,191.020000,56.830000,174.110000,174.110000,67.090000,67.090000,123.930000,123.930000,0.300000,0.300000
Mn-W-Se-Te,6.801000,6.801000,18.238000,1.000000,123.510000,66.550000,87.660000,87.660000,28.480000,28.480000,95.030000,95.030000,0.540000,0.540000
Mn-W-S-O,5.864000,5.864000,24.538000,1.000000,293.770000,132.600000,233.920000,233.920000,80.580000,80.580000,213.180000,213.180000,0.450000,0.450000
Mn-W-S-Se,6.413000,6.413000,20.511000,1.000000,188.210000,11.320000,187.530000,187.530000,88.440000,88.440000,99.770000,99.770000,0.060000,0.060000
Mn-W-S-Te,6.696000,6.696000,18.818000,1.000000,155.020000,34.570000,147.310000,147.310000,60.230000,60.230000,94.800000,94.800000,0.220000,0.220000
Mn-W-Te-O,6.185000,6.185000,22.054000,1.000000,-22.590000,-74.600000,223.740000,223.740000,26.000000,26.000000,-48.600000,-48.600000,3.300000,3.300000
Mn-W-Te-S,6.570000,6.570000,19.546000,1.000000,204.050000,40.710000,195.920000,195.920000,81.670000,81.670000,122.380000,122.380000,0.200000,0.200000
Mn-W-Te-Se,6.733000,6.733000,18.611000,1.000000,149.130000,82.320000,103.700000,103.700000,33.410000,33.410000,115.730000,115.730000,0.550000,0.550000
Mo-Cr-O-S,5.885000,5.885000,24.361000,1.000000,218.570000,116.550000,156.430000,156.430000,51.010000,51.010000,167.560000,167.560000,0.530000,0.530000
Mo-Cr-O-Se,6.033000,6.033000,23.177000,1.000000,188.530000,86.630000,148.720000,148.720000,50.950000,50.950000,137.580000,137.580000,0.460000,0.460000
Mo-Cr-O-Te,6.534000,6.534000,19.763000,1.000000,-44.210000,-7.390000,-42.980000,-42.980000,-18.410000,-18.410000,-25.800000,-25.800000,0.170000,0.170000
Mo-Cr-Se-O,6.134000,6.134000,22.426000,1.000000,-91270.750000,-303657.290000,918995.400000,918995.400000,106193.270000,106193.270000,-197464.020000,-197464.020000,3.330000,3.330000
Mo-Cr-Se-S,6.309000,6.309000,21.198000,1.000000,186.850000,30.340000,181.930000,181.930000,78.260000,78.260000,108.600000,108.600000,0.160000,0.160000
Mo-Cr-Se-Te,6.662000,6.662000,19.011000,1.000000,145.010000,99.270000,77.050000,77.050000,22.870000,22.870000,122.140000,122.140000,0.680000,0.680000
Mo-Cr-S-O,6.019000,6.019000,23.286000,1.000000,161.580000,45.710000,148.640000,148.640000,57.930000,57.930000,103.650000,103.650000,0.280000,0.280000
Mo-Cr-S-Se,6.331000,6.331000,21.046000,1.000000,138.310000,128.580000,18.790000,18.790000,4.870000,4.870000,133.450000,133.450000,0.930000,0.930000
Mo-Cr-S-Te,6.583000,6.583000,19.467000,1.000000,138.370000,90.280000,79.460000,79.460000,24.040000,24.040000,114.320000,114.320000,0.650000,0.650000
Mo-Cr-Te-O,6.285000,6.285000,21.358000,1.000000,32.700000,114.580000,-368.810000,-368.810000,-40.940000,-40.940000,73.640000,73.640000,3.500000,3.500000
Mo-Cr-Te-S,6.585000,6.585000,19.458000,1.000000,129.150000,35.240000,119.530000,119.530000,46.950000,46.950000,82.200000,82.200000,0.270000,0.270000
Mo-Cr-Te-Se,6.691000,6.691000,18.844000,1.000000,65.650000,43.430000,36.910000,36.910000,11.110000,11.110000,54.540000,54.540000,0.660000,0.660000
Mo-Ge-O-S,6.567000,6.567000,19.561000,1.000000,16.060000,-50.720000,-144.180000,-144.180000,33.390000,33.390000,-17.330000,-17.330000,-3.160000,-3.160000
Mo-Ge-O-Se,6.708000,6.708000,18.749000,1.000000,25.240000,-5.920000,23.860000,23.860000,15.580000,15.580000,9.660000,9.660000,-0.230000,-0.230000
Mo-Ge-O-Te,6.701000,6.701000,18.791000,1.000000,-53.580000,23.670000,-43.130000,-43.130000,-38.630000,-38.630000,-14.960000,-14.960000,-0.440000,-0.440000
Mo-Ge-Se-O,,,,,,,,,,,,,,
Mo-Ge-Se-S,6.712000,6.712000,18.726000,1.000000,184.930000,58.020000,166.730000,166.730000,63.460000,63.460000,121.480000,121.480000,0.310000,0.310000
Mo-Ge-Se-Te,6.928000,6.928000,17.576000,1.000000,59.380000,51.700000,14.370000,14.370000,3.840000,3.840000,55.540000,55.540000,0.870000,0.870000
Mo-Ge-S-O,6.034000,6.034000,23.174000,1.000000,256.510000,68.330000,238.310000,238.310000,94.090000,94.090000,162.420000,162.420000,0.270000,0.270000
Mo-Ge-S-Se,6.806000,6.806000,18.214000,1.000000,65.160000,73.740000,-18.300000,-18.300000,-4.290000,-4.290000,69.450000,69.450000,1.130000,1.130000
Mo-Ge-S-Te,6.809000,6.809000,18.199000,1.000000,79.330000,38.080000,61.050000,61.050000,20.620000,20.620000,58.700000,58.700000,0.480000,0.480000
Mo-Ge-Te-O,6.333000,6.333000,21.038000,1.000000,71.500000,43.610000,44.900000,44.900000,13.940000,13.940000,57.550000,57.550000,0.610000,0.610000
Mo-Ge-Te-S,6.900000,6.900000,17.722000,1.000000,167.310000,57.970000,147.230000,147.230000,54.670000,54.670000,112.640000,112.640000,0.350000,0.350000
Mo-Ge-Te-Se,7.134000,7.134000,16.577000,1.000000,153.100000,27.990000,147.980000,147.980000,62.550000,62.550000,90.540000,90.540000,0.180000,0.180000
Mo-Hf-O-S,6.723000,6.723000,18.663000,1.000000,53.540000,48.050000,10.430000,10.430000,2.750000,2.750000,50.790000,50.790000,0.900000,0.900000
Mo-Hf-O-Se,6.784000,6.784000,18.333000,1.000000,77.710000,-19.630000,72.750000,72.750000,48.670000,48.670000,29.040000,29.040000,-0.250000,-0.250000
Mo-Hf-O-Te,6.575000,6.575000,19.514000,1.000000,-209.720000,-141.940000,-113.660000,-113.660000,-33.890000,-33.890000,-175.830000,-175.830000,0.680000,0.680000
Mo-Hf-Se-O,6.462000,6.462000,20.203000,1.000000,287.240000,51.390000,278.050000,278.050000,117.930000,117.930000,169.320000,169.320000,0.180000,0.180000
Mo-Hf-Se-S,6.904000,6.904000,17.700000,1.000000,123.240000,70.380000,83.050000,83.050000,26.430000,26.430000,96.810000,96.810000,0.570000,0.570000
Mo-Hf-Se-Te,7.110000,7.110000,16.688000,1.000000,24.590000,43.010000,-50.640000,-50.640000,-9.210000,-9.210000,33.800000,33.800000,1.750000,1.750000
Mo-Hf-S-O,6.409000,6.409000,20.537000,1.000000,235.060000,98.750000,193.580000,193.580000,68.160000,68.160000,166.910000,166.910000,0.420000,0.420000
Mo-Hf-S-Se,6.919000,6.919000,17.623000,1.000000,115.810000,38.180000,103.220000,103.220000,38.820000,38.820000,76.990000,76.990000,0.330000,0.330000
Mo-Hf-S-Te,6.970000,6.970000,17.368000,1.000000,9.270000,52.680000,-290.260000,-290.260000,-21.710000,-21.710000,30.970000,30.970000,5.690000,5.690000
Mo-Hf-Te-O,6.616000,6.616000,19.275000,1.000000,215.000000,62.720000,196.700000,196.700000,76.140000,76.140000,138.860000,138.860000,0.290000,0.290000
Mo-Hf-Te-S,7.055000,7.055000,16.952000,1.000000,167.510000,41.000000,157.470000,157.470000,63.250000,63.250000,104.260000,104.260000,0.240000,0.240000
Mo-Hf-Te-Se,7.207000,7.207000,16.243000,1.000000,93.810000,52.610000,64.310000,64.310000,20.600000,20.600000,73.210000,73.210000,0.560000,0.560000
Mo-Mn-O-S,5.885000,5.885000,24.362000,1.000000,217.080000,163.200000,94.380000,94.380000,26.940000,26.940000,190.140000,190.140000,0.750000,0.750000
Mo-Mn-O-Se,5.977000,5.977000,23.614000,1.000000,212.870000,104.750000,161.320000,161.320000,54.060000,54.060000,158.810000,158.810000,0.490000,0.490000
Mo-Mn-O-Te,6.234000,6.234000,21.706000,1.000000,128.820000,79.940000,79.220000,79.220000,24.440000,24.440000,104.380000,104.380000,0.620000,0.620000
Mo-Mn-Se-O,6.113000,6.113000,22.575000,1.000000,-138.200000,-117.430000,-38.420000,-38.420000,-10.380000,-10.380000,-127.810000,-127.810000,0.850000,0.850000
Mo-Mn-Se-S,6.396000,6.396000,20.622000,1.000000,206.600000,26.860000,203.110000,203.110000,89.870000,89.870000,116.730000,116.730000,0.130000,0.130000
Mo-Mn-Se-Te,6.682000,6.682000,18.895000,1.000000,170.840000,103.530000,108.100000,108.100000,33.650000,33.650000,137.190000,137.190000,0.610000,0.610000
