Material,aa,bb,cc,SG,C11,C12,Y_2D_a,Y_2D_b,G_a,G_b,B_a,B_b,V_a,V_b
Mo-Mn-S-O,5.992000,5.992000,23.501000,1.000000,121.070000,29.660000,113.800000,113.800000,45.710000,45.710000,75.360000,75.360000,0.240000,0.240000
Mo-Mn-S-Se,6.390000,6.390000,20.664000,1.000000,212.980000,31.200000,208.410000,208.410000,90.890000,90.890000,122.090000,122.090000,0.150000,0.150000
Mo-Mn-S-Te,6.572000,6.572000,19.534000,1.000000,150.900000,65.590000,122.390000,122.390000,42.650000,42.650000,108.240000,108.240000,0.430000,0.430000
Mo-Mn-Te-O,6.255000,6.255000,21.561000,1.000000,76.490000,50.360000,43.340000,43.340000,13.070000,13.070000,63.420000,63.420000,0.660000,0.660000
Mo-Mn-Te-S,6.671000,6.671000,18.955000,1.000000,94.570000,4.320000,94.370000,94.370000,45.120000,45.120000,49.440000,49.440000,0.050000,0.050000
Mo-Mn-Te-Se,6.782000,6.782000,18.343000,1.000000,166.890000,-0.850000,166.880000,166.880000,83.870000,83.870000,83.020000,83.020000,-0.010000,-0.010000
Mo-Pb-O-S,6.879000,6.879000,17.829000,1.000000,95.030000,-7.050000,94.500000,94.500000,51.040000,51.040000,43.990000,43.990000,-0.070000,-0.070000
Mo-Pb-O-Se,6.656000,6.656000,19.044000,1.000000,-45.590000,-114.690000,242.910000,242.910000,34.550000,34.550000,-80.140000,-80.140000,2.520000,2.520000
Mo-Pb-O-Te,6.266000,6.266000,21.484000,1.000000,72.850000,-41.420000,49.300000,49.300000,57.130000,57.130000,15.720000,15.720000,-0.570000,-0.570000
Mo-Pb-Se-O,6.673000,6.673000,18.944000,1.000000,144.640000,95.950000,80.990000,80.990000,24.350000,24.350000,120.290000,120.290000,0.660000,0.660000
Mo-Pb-Se-S,7.132000,7.132000,16.587000,1.000000,58.700000,25.420000,47.700000,47.700000,16.640000,16.640000,42.060000,42.060000,0.430000,0.430000
Mo-Pb-Se-Te,6.510000,6.510000,19.906000,1.000000,203.610000,32.690000,198.360000,198.360000,85.460000,85.460000,118.150000,118.150000,0.160000,0.160000
Mo-Pb-S-O,6.599000,6.599000,19.375000,1.000000,170.010000,19.240000,167.830000,167.830000,75.390000,75.390000,94.630000,94.630000,0.110000,0.110000
Mo-Pb-S-Se,6.576000,6.576000,19.511000,1.000000,8.880000,27.380000,-75.520000,-75.520000,-9.250000,-9.250000,18.130000,18.130000,3.080000,3.080000
Mo-Pb-S-Te,6.430000,6.430000,20.405000,1.000000,196.400000,25.410000,193.110000,193.110000,85.490000,85.490000,110.900000,110.900000,0.130000,0.130000
Mo-Pb-Te-O,6.857000,6.857000,17.942000,1.000000,128.720000,91.070000,64.280000,64.280000,18.820000,18.820000,109.890000,109.890000,0.710000,0.710000
Mo-Pb-Te-S,7.339000,7.339000,15.662000,1.000000,-8.630000,-13.350000,12.030000,12.030000,2.360000,2.360000,-10.990000,-10.990000,1.550000,1.550000
Mo-Pb-Te-Se,7.585000,7.585000,14.664000,1.000000,54.350000,13.120000,51.190000,51.190000,20.620000,20.620000,33.740000,33.740000,0.240000,0.240000
Mo-Si-O-S,6.250000,6.250000,21.597000,1.000000,209.490000,51.530000,196.810000,196.810000,78.980000,78.980000,130.510000,130.510000,0.250000,0.250000
Mo-Si-O-Se,6.628000,6.628000,19.204000,1.000000,60.330000,4.170000,60.040000,60.040000,28.080000,28.080000,32.250000,32.250000,0.070000,0.070000
Mo-Si-O-Te,6.842000,6.842000,18.020000,1.000000,-108.070000,28.130000,-100.750000,-100.750000,-68.100000,-68.100000,-39.970000,-39.970000,-0.260000,-0.260000
Mo-Si-Se-O,5.855000,5.855000,24.611000,1.000000,-53.960000,-128.240000,250.780000,250.780000,37.140000,37.140000,-91.100000,-91.100000,2.380000,2.380000
Mo-Si-Se-S,6.525000,6.525000,19.815000,1.000000,187.490000,71.630000,160.120000,160.120000,57.930000,57.930000,129.560000,129.560000,0.380000,0.380000
Mo-Si-Se-Te,7.085000,7.085000,16.805000,1.000000,-2.910000,-79.170000,2148.050000,2148.050000,38.130000,38.130000,-41.040000,-41.040000,27.170000,27.170000
Mo-Si-S-O,5.817000,5.817000,24.929000,1.000000,244.320000,73.430000,222.250000,222.250000,85.450000,85.450000,158.880000,158.880000,0.300000,0.300000
Mo-Si-S-Se,6.696000,6.696000,18.814000,1.000000,158.210000,55.840000,138.500000,138.500000,51.190000,51.190000,107.030000,107.030000,0.350000,0.350000
Mo-Si-S-Te,6.972000,6.972000,17.356000,1.000000,-96.760000,-107.340000,22.330000,22.330000,5.290000,5.290000,-102.050000,-102.050000,1.110000,1.110000
Mo-Si-Te-O,6.093000,6.093000,22.722000,1.000000,-41.480000,177.400000,717.200000,717.200000,-109.440000,-109.440000,67.960000,67.960000,-4.280000,-4.280000
Mo-Si-Te-S,6.722000,6.722000,18.673000,1.000000,186.160000,56.550000,168.980000,168.980000,64.800000,64.800000,121.360000,121.360000,0.300000,0.300000
Mo-Si-Te-Se,6.963000,6.963000,17.401000,1.000000,190.790000,39.380000,182.670000,182.670000,75.710000,75.710000,115.090000,115.090000,0.210000,0.210000
Mo-Sn-O-S,6.782000,6.782000,18.340000,1.000000,51.030000,35.800000,25.900000,25.900000,7.610000,7.610000,43.410000,43.410000,0.700000,0.700000
Mo-Sn-O-Se,6.924000,6.924000,17.595000,1.000000,-150.880000,-150.320000,-1.110000,-1.110000,-0.280000,-0.280000,-150.600000,-150.600000,1.000000,1.000000
Mo-Sn-O-Te,6.204000,6.204000,21.921000,1.000000,172.520000,-5.730000,172.330000,172.330000,89.120000,89.120000,83.390000,83.390000,-0.030000,-0.030000
Mo-Sn-Se-O,6.459000,6.459000,20.225000,1.000000,218.940000,55.930000,204.650000,204.650000,81.500000,81.500000,137.430000,137.430000,0.260000,0.260000
Mo-Sn-Se-S,7.001000,7.001000,17.210000,1.000000,127.090000,71.030000,87.390000,87.390000,28.030000,28.030000,99.060000,99.060000,0.560000,0.560000
Mo-Sn-Se-Te,6.451000,6.451000,20.274000,1.000000,170.020000,50.290000,155.150000,155.150000,59.870000,59.870000,110.160000,110.160000,0.300000,0.300000
Mo-Sn-S-O,6.393000,6.393000,20.641000,1.000000,210.360000,88.430000,173.190000,173.190000,60.970000,60.970000,149.400000,149.400000,0.420000,0.420000
Mo-Sn-S-Se,7.071000,7.071000,16.872000,1.000000,80.410000,15.490000,77.420000,77.420000,32.460000,32.460000,47.950000,47.950000,0.190000,0.190000
Mo-Sn-S-Te,6.371000,6.371000,20.782000,1.000000,118.460000,74.330000,71.820000,71.820000,22.060000,22.060000,96.390000,96.390000,0.630000,0.630000
Mo-Sn-Te-O,6.640000,6.640000,19.134000,1.000000,178.100000,68.290000,151.910000,151.910000,54.900000,54.900000,123.200000,123.200000,0.380000,0.380000
Mo-Sn-Te-S,7.157000,7.157000,16.471000,1.000000,166.480000,24.500000,162.880000,162.880000,70.990000,70.990000,95.490000,95.490000,0.150000,0.150000
Mo-Sn-Te-Se,7.566000,7.566000,14.739000,1.000000,86.650000,20.700000,81.710000,81.710000,32.970000,32.970000,53.680000,53.680000,0.240000,0.240000
Mo-Ti-O-S,6.484000,6.484000,20.064000,1.000000,-38.870000,-51.960000,30.580000,30.580000,6.540000,6.540000,-45.410000,-45.410000,1.340000,1.340000
Mo-Ti-O-Se,6.537000,6.537000,19.743000,1.000000,-59.760000,-80.510000,48.720000,48.720000,10.380000,10.380000,-70.140000,-70.140000,1.350000,1.350000
Mo-Ti-O-Te,6.612000,6.612000,19.295000,1.000000,-26.750000,48.970000,62.900000,62.900000,-37.860000,-37.860000,11.110000,11.110000,-1.830000,-1.830000
Mo-Ti-Se-O,6.194000,6.194000,21.990000,1.000000,190.620000,55.580000,174.410000,174.410000,67.520000,67.520000,123.100000,123.100000,0.290000,0.290000
Mo-Ti-Se-S,6.586000,6.586000,19.448000,1.000000,169.810000,20.900000,167.230000,167.230000,74.450000,74.450000,95.350000,95.350000,0.120000,0.120000
Mo-Ti-Se-Te,6.925000,6.925000,17.592000,1.000000,55.800000,67.880000,-26.790000,-26.790000,-6.040000,-6.040000,61.840000,61.840000,1.220000,1.220000
Mo-Ti-S-O,6.091000,6.091000,22.738000,1.000000,228.480000,74.490000,204.200000,204.200000,77.000000,77.000000,151.480000,151.480000,0.330000,0.330000
Mo-Ti-S-Se,6.619000,6.619000,19.257000,1.000000,95.950000,74.870000,37.530000,37.530000,10.540000,10.540000,85.410000,85.410000,0.780000,0.780000
Mo-Ti-S-Te,6.741000,6.741000,18.566000,1.000000,64.010000,66.640000,-5.370000,-5.370000,-1.320000,-1.320000,65.330000,65.330000,1.040000,1.040000
Mo-Ti-Te-O,6.360000,6.360000,20.856000,1.000000,74.840000,77.090000,-4.550000,-4.550000,-1.120000,-1.120000,75.960000,75.960000,1.030000,1.030000
Mo-Ti-Te-S,6.832000,6.832000,18.075000,1.000000,142.220000,33.190000,134.480000,134.480000,54.510000,54.510000,87.710000,87.710000,0.230000,0.230000
Mo-Ti-Te-Se,6.942000,6.942000,17.507000,1.000000,101.790000,85.950000,29.210000,29.210000,7.920000,7.920000,93.870000,93.870000,0.840000,0.840000
Mo-W-O-S,6.042000,6.042000,23.110000,1.000000,236.790000,56.160000,223.470000,223.470000,90.320000,90.320000,146.470000,146.470000,0.240000,0.240000
Mo-W-O-Se,6.187000,6.187000,22.036000,1.000000,213.070000,49.400000,201.620000,201.620000,81.840000,81.840000,131.240000,131.240000,0.230000,0.230000
Mo-W-O-Te,6.596000,6.596000,19.391000,1.000000,-6.040000,-13.290000,23.170000,23.170000,3.620000,3.620000,-9.670000,-9.670000,2.200000,2.200000
Mo-W-Se-O,6.104000,6.104000,22.642000,1.000000,227.830000,59.050000,212.520000,212.520000,84.390000,84.390000,143.440000,143.440000,0.260000,0.260000
Mo-W-Se-S,6.413000,6.413000,20.513000,1.000000,163.700000,99.630000,103.060000,103.060000,32.030000,32.030000,131.670000,131.670000,0.610000,0.610000
Mo-W-Se-Te,6.726000,6.726000,18.651000,1.000000,199.320000,51.520000,186.000000,186.000000,73.900000,73.900000,125.420000,125.420000,0.260000,0.260000
Mo-W-S-O,5.983000,5.983000,23.566000,1.000000,317.250000,63.470000,304.550000,304.550000,126.890000,126.890000,190.360000,190.360000,0.200000,0.200000
Mo-W-S-Se,6.419000,6.419000,20.476000,1.000000,168.010000,136.760000,56.680000,56.680000,15.620000,15.620000,152.390000,152.390000,0.810000,0.810000
Mo-W-S-Te,6.649000,6.649000,19.084000,1.000000,149.330000,62.620000,123.060000,123.060000,43.350000,43.350000,105.970000,105.970000,0.420000,0.420000
Mo-W-Te-O,6.322000,6.322000,21.105000,1.000000,102.490000,58.500000,69.100000,69.100000,21.990000,21.990000,80.490000,80.490000,0.570000,0.570000
Mo-W-Te-S,6.630000,6.630000,19.193000,1.000000,157.760000,71.740000,125.130000,125.130000,43.010000,43.010000,114.750000,114.750000,0.450000,0.450000
Mo-W-Te-Se,6.746000,6.746000,18.538000,1.000000,145.450000,97.870000,79.590000,79.590000,23.790000,23.790000,121.660000,121.660000,0.670000,0.670000
Pb-Cr-O-S,6.513000,6.513000,19.888000,1.000000,129.910000,-2.430000,129.870000,129.870000,66.170000,66.170000,63.740000,63.740000,-0.020000,-0.020000
Pb-Cr-O-Se,6.628000,6.628000,19.203000,1.000000,149.730000,28.200000,144.420000,144.420000,60.770000,60.770000,88.970000,88.970000,0.190000,0.190000
Pb-Cr-O-Te,6.824000,6.824000,18.116000,1.000000,129.730000,20.400000,126.520000,126.520000,54.660000,54.660000,75.070000,75.070000,0.160000,0.160000
Pb-Cr-Se-O,5.974000,5.974000,23.642000,1.000000,36.680000,26.270000,17.880000,17.880000,5.210000,5.210000,31.480000,31.480000,0.720000,0.720000
Pb-Cr-Se-S,6.127000,6.127000,22.475000,1.000000,32.470000,33.480000,-2.050000,-2.050000,-0.500000,-0.500000,32.980000,32.980000,1.030000,1.030000
Pb-Cr-Se-Te,7.539000,7.539000,14.844000,1.000000,70.330000,45.370000,41.070000,41.070000,12.480000,12.480000,57.850000,57.850000,0.650000,0.650000
Pb-Cr-S-O,6.663000,6.663000,19.004000,1.000000,-108.900000,52.300000,-83.780000,-83.780000,-80.600000,-80.600000,-28.300000,-28.300000,-0.480000,-0.480000
Pb-Cr-S-Se,7.104000,7.104000,16.715000,1.000000,84.880000,54.550000,49.820000,49.820000,15.160000,15.160000,69.710000,69.710000,0.640000,0.640000
Pb-Cr-S-Te,7.332000,7.332000,15.691000,1.000000,97.870000,37.160000,83.760000,83.760000,30.350000,30.350000,67.510000,67.510000,0.380000,0.380000
Pb-Cr-Te-O,6.223000,6.223000,21.787000,1.000000,76.240000,-165.980000,-285.100000,-285.100000,121.110000,121.110000,-44.870000,-44.870000,-2.180000,-2.180000
Pb-Cr-Te-S,6.364000,6.364000,20.834000,1.000000,110.810000,26.160000,104.640000,104.640000,42.330000,42.330000,68.490000,68.490000,0.240000,0.240000
Pb-Cr-Te-Se,6.464000,6.464000,20.193000,1.000000,114.430000,-19.140000,111.230000,111.230000,66.780000,66.780000,47.650000,47.650000,-0.170000,-0.170000
Pb-Ge-O-S,6.812000,6.812000,18.180000,1.000000,149.190000,57.900000,126.720000,126.720000,45.650000,45.650000,103.540000,103.540000,0.390000,0.390000
Pb-Ge-O-Se,6.957000,6.957000,17.431000,1.000000,18.970000,-28.180000,-22.890000,-22.890000,23.580000,23.580000,-4.610000,-4.610000,-1.490000,-1.490000
Pb-Ge-O-Te,7.103000,7.103000,16.720000,1.000000,-13.430000,-20.490000,17.850000,17.850000,3.530000,3.530000,-16.960000,-16.960000,1.530000,1.530000
Pb-Ge-Se-O,5.996000,5.996000,23.466000,1.000000,197.340000,-0.560000,197.340000,197.340000,98.950000,98.950000,98.390000,98.390000,-0.000000,-0.000000
Pb-Ge-Se-S,7.313000,7.313000,15.774000,1.000000,-21.040000,-7.820000,-18.130000,-18.130000,-6.610000,-6.610000,-14.430000,-14.430000,0.370000,0.370000
Pb-Ge-Se-Te,7.961000,7.961000,13.313000,1.000000,27.940000,-14.430000,20.490000,20.490000,21.180000,21.180000,6.760000,6.760000,-0.520000,-0.520000
Pb-Ge-S-O,6.651000,6.651000,19.073000,1.000000,-88.520000,-28.950000,-79.050000,-79.050000,-29.780000,-29.780000,-58.740000,-58.740000,0.330000,0.330000
Pb-Ge-S-Se,7.598000,7.598000,14.613000,1.000000,33.990000,32.770000,2.400000,2.400000,0.610000,0.610000,33.380000,33.380000,0.960000,0.960000
Pb-Ge-S-Te,7.944000,7.944000,13.369000,1.000000,27.580000,5.530000,26.470000,26.470000,11.020000,11.020000,16.550000,16.550000,0.200000,0.200000
Pb-Ge-Te-O,6.239000,6.239000,21.673000,1.000000,104.110000,15.620000,101.760000,101.760000,44.240000,44.240000,59.870000,59.870000,0.150000,0.150000
Pb-Ge-Te-S,6.966000,6.966000,17.384000,1.000000,65.070000,38.460000,42.330000,42.330000,13.300000,13.300000,51.760000,51.760000,0.590000,0.590000
Pb-Ge-Te-Se,7.452000,7.452000,15.192000,1.000000,23.950000,21.190000,5.210000,5.210000,1.380000,1.380000,22.570000,22.570000,0.880000,0.880000
Pb-Hf-O-S,6.980000,6.980000,17.314000,1.000000,157.580000,50.640000,141.300000,141.300000,53.470000,53.470000,104.110000,104.110000,0.320000,0.320000
Pb-Hf-O-Se,7.068000,7.068000,16.886000,1.000000,141.990000,35.010000,133.360000,133.360000,53.490000,53.490000,88.500000,88.500000,0.250000,0.250000
Pb-Hf-O-Te,7.100000,7.100000,16.735000,1.000000,40.060000,69.740000,-81.360000,-81.360000,-14.840000,-14.840000,54.900000,54.900000,1.740000,1.740000
Pb-Hf-Se-O,6.699000,6.699000,18.800000,1.000000,132.780000,38.500000,121.610000,121.610000,47.140000,47.140000,85.640000,85.640000,0.290000,0.290000
Pb-Hf-Se-S,7.516000,7.516000,14.934000,1.000000,70.760000,3.310000,70.610000,70.610000,33.730000,33.730000,37.040000,37.040000,0.050000,0.050000
Pb-Hf-Se-Te,7.992000,7.992000,13.209000,1.000000,43.790000,6.270000,42.900000,42.900000,18.760000,18.760000,25.030000,25.030000,0.140000,0.140000
Pb-Hf-S-O,6.871000,6.871000,17.871000,1.000000,73.910000,-4.690000,73.610000,73.610000,39.300000,39.300000,34.610000,34.610000,-0.060000,-0.060000
Pb-Hf-S-Se,7.545000,7.545000,14.822000,1.000000,106.530000,32.630000,96.540000,96.540000,36.950000,36.950000,69.580000,69.580000,0.310000,0.310000
Pb-Hf-S-Te,7.798000,7.798000,13.872000,1.000000,83.210000,20.890000,77.960000,77.960000,31.160000,31.160000,52.050000,52.050000,0.250000,0.250000
Pb-Hf-Te-O,6.485000,6.485000,20.059000,1.000000,221.180000,34.360000,215.840000,215.840000,93.410000,93.410000,127.770000,127.770000,0.160000,0.160000
Pb-Hf-Te-S,7.433000,7.433000,15.268000,1.000000,50.190000,-2.750000,50.040000,50.040000,26.470000,26.470000,23.720000,23.720000,-0.050000,-0.050000
Pb-Hf-Te-Se,7.575000,7.575000,14.704000,1.000000,49.740000,50.490000,-1.510000,-1.510000,-0.370000,-0.370000,50.110000,50.110000,1.020000,1.020000
Pb-Mn-O-S,6.594000,6.594000,19.402000,1.000000,123.620000,28.590000,117.000000,117.000000,47.510000,47.510000,76.110000,76.110000,0.230000,0.230000
Pb-Mn-O-Se,6.710000,6.710000,18.737000,1.000000,126.530000,50.090000,106.700000,106.700000,38.220000,38.220000,88.310000,88.310000,0.400000,0.400000
Pb-Mn-O-Te,6.903000,6.903000,17.702000,1.000000,129.700000,47.880000,112.030000,112.030000,40.910000,40.910000,88.790000,88.790000,0.370000,0.370000
Pb-Mn-Se-O,5.944000,5.944000,23.876000,1.000000,8.000000,3.430000,6.530000,6.530000,2.280000,2.280000,5.710000,5.710000,0.430000,0.430000
Pb-Mn-Se-S,6.756000,6.756000,18.482000,1.000000,21.900000,-37.920000,-43.760000,-43.760000,29.910000,29.910000,-8.010000,-8.010000,-1.730000,-1.730000
Pb-Mn-Se-Te,7.776000,7.776000,13.953000,1.000000,47.900000,30.400000,28.600000,28.600000,8.750000,8.750000,39.150000,39.150000,0.630000,0.630000
Pb-Mn-S-O,6.690000,6.690000,18.849000,1.000000,13.070000,31.210000,-61.490000,-61.490000,-9.070000,-9.070000,22.140000,22.140000,2.390000,2.390000
Pb-Mn-S-Se,7.204000,7.204000,16.256000,1.000000,-56.050000,-65.490000,20.480000,20.480000,4.720000,4.720000,-60.770000,-60.770000,1.170000,1.170000
Pb-Mn-S-Te,7.477000,7.477000,15.092000,1.000000,70.100000,32.180000,55.330000,55.330000,18.960000,18.960000,51.140000,51.140000,0.460000,0.460000
Pb-Mn-Te-O,6.207000,6.207000,21.901000,1.000000,31.010000,-29.250000,3.420000,3.420000,30.130000,30.130000,0.880000,0.880000,-0.940000,-0.940000
Pb-Mn-Te-S,6.425000,6.425000,20.435000,1.000000,179.860000,-0.400000,179.860000,179.860000,90.130000,90.130000,89.730000,89.730000,-0.000000,-0.000000
Pb-Mn-Te-Se,6.533000,6.533000,19.765000,1.000000,190.860000,31.120000,185.790000,185.790000,79.870000,79.870000,110.990000,110.990000,0.160000,0.160000
Pb-Mo-O-S,6.599000,6.599000,19.374000,1.000000,163.660000,53.410000,146.230000,146.230000,55.120000,55.120000,108.540000,108.540000,0.330000,0.330000
Pb-Mo-O-Se,6.674000,6.674000,18.943000,1.000000,174.250000,49.670000,160.090000,160.090000,62.290000,62.290000,111.960000,111.960000,0.290000,0.290000
Pb-Mo-O-Te,6.857000,6.857000,17.941000,1.000000,109.870000,96.420000,25.250000,25.250000,6.720000,6.720000,103.150000,103.150000,0.880000,0.880000
Pb-Mo-Se-O,6.656000,6.656000,19.044000,1.000000,-22.820000,-64.380000,158.820000,158.820000,20.780000,20.780000,-43.600000,-43.600000,2.820000,2.820000
Pb-Mo-Se-S,6.576000,6.576000,19.509000,1.000000,55.960000,55.830000,0.260000,0.260000,0.060000,0.060000,55.900000,55.900000,1.000000,1.000000
Pb-Mo-Se-Te,7.585000,7.585000,14.664000,1.000000,26.110000,6.110000,24.680000,24.680000,10.000000,10.000000,16.110000,16.110000,0.230000,0.230000
Pb-Mo-S-O,6.879000,6.879000,17.829000,1.000000,-69.080000,-48.360000,-35.230000,-35.230000,-10.360000,-10.360000,-58.720000,-58.720000,0.700000,0.700000
Pb-Mo-S-Se,7.132000,7.132000,16.586000,1.000000,73.940000,19.940000,68.570000,68.570000,27.000000,27.000000,46.940000,46.940000,0.270000,0.270000
Pb-Mo-S-Te,7.338000,7.338000,15.669000,1.000000,97.150000,19.990000,93.040000,93.040000,38.580000,38.580000,58.570000,58.570000,0.210000,0.210000
Pb-Mo-Te-O,6.267000,6.267000,21.482000,1.000000,103.180000,5.960000,102.830000,102.830000,48.610000,48.610000,54.570000,54.570000,0.060000,0.060000
Pb-Mo-Te-S,6.430000,6.430000,20.404000,1.000000,191.550000,11.870000,190.810000,190.810000,89.840000,89.840000,101.710000,101.710000,0.060000,0.060000
Pb-Mo-Te-Se,6.509000,6.509000,19.911000,1.000000,153.880000,54.720000,134.420000,134.420000,49.580000,49.580000,104.300000,104.300000,0.360000,0.360000
Pb-Si-O-S,6.671000,6.671000,18.956000,1.000000,183.010000,47.270000,170.810000,170.810000,67.870000,67.870000,115.140000,115.140000,0.260000,0.260000
Pb-Si-O-Se,6.865000,6.865000,17.901000,1.000000,143.790000,78.220000,101.230000,101.230000,32.780000,32.780000,111.000000,111.000000,0.540000,0.540000
Pb-Si-O-Te,7.084000,7.084000,16.812000,1.000000,-16.850000,-12.560000,-7.480000,-7.480000,-2.140000,-2.140000,-14.710000,-14.710000,0.750000,0.750000
Pb-Si-Se-O,5.797000,5.797000,25.102000,1.000000,181.680000,3.110000,181.630000,181.630000,89.280000,89.280000,92.400000,92.400000,0.020000,0.020000
Pb-Si-Se-S,6.832000,6.832000,18.075000,1.000000,87.780000,21.420000,82.550000,82.550000,33.180000,33.180000,54.600000,54.600000,0.240000,0.240000
Pb-Si-Se-Te,8.368000,8.368000,12.048000,1.000000,28.800000,33.610000,-10.440000,-10.440000,-2.410000,-2.410000,31.200000,31.200000,1.170000,1.170000
Pb-Si-S-O,5.726000,5.726000,25.730000,1.000000,83.910000,32.100000,71.640000,71.640000,25.910000,25.910000,58.000000,58.000000,0.380000,0.380000
Pb-Si-S-Se,7.289000,7.289000,15.881000,1.000000,63.410000,16.160000,59.280000,59.280000,23.620000,23.620000,39.790000,39.790000,0.250000,0.250000
Pb-Si-S-Te,7.809000,7.809000,13.835000,1.000000,37.530000,14.400000,32.000000,32.000000,11.570000,11.570000,25.960000,25.960000,0.380000,0.380000
Pb-Si-Te-O,6.079000,6.079000,22.830000,1.000000,-288.370000,-356.470000,152.280000,152.280000,34.050000,34.050000,-322.420000,-322.420000,1.240000,1.240000
Pb-Si-Te-S,6.533000,6.533000,19.769000,1.000000,183.720000,58.120000,165.340000,165.340000,62.800000,62.800000,120.920000,120.920000,0.320000,0.320000
Pb-Si-Te-Se,7.245000,7.245000,16.072000,1.000000,32.780000,46.420000,-32.960000,-32.960000,-6.820000,-6.820000,39.600000,39.600000,1.420000,1.420000
Pb-Sn-O-S,7.034000,7.034000,17.053000,1.000000,153.670000,53.330000,135.160000,135.160000,50.170000,50.170000,103.500000,103.500000,0.350000,0.350000
Pb-Sn-O-Se,7.174000,7.174000,16.391000,1.000000,126.770000,61.690000,96.750000,96.750000,32.540000,32.540000,94.230000,94.230000,0.490000,0.490000
Pb-Sn-O-Te,7.079000,7.079000,16.836000,1.000000,1.140000,-27.800000,-674.600000,-674.600000,14.470000,14.470000,-13.330000,-13.330000,-24.310000,-24.310000
Pb-Sn-Se-O,6.732000,6.732000,18.614000,1.000000,73.890000,8.050000,73.010000,73.010000,32.920000,32.920000,40.970000,40.970000,0.110000,0.110000
Pb-Sn-Se-S,7.610000,7.610000,14.567000,1.000000,57.210000,29.110000,42.400000,42.400000,14.050000,14.050000,43.160000,43.160000,0.510000,0.510000
Pb-Sn-Se-Te,8.989000,8.989000,10.442000,1.000000,-1.760000,-15.140000,128.570000,128.570000,6.690000,6.690000,-8.450000,-8.450000,8.610000,8.610000
Pb-Sn-S-O,6.937000,6.937000,17.532000,1.000000,9.000000,3.450000,7.680000,7.680000,2.770000,2.770000,6.230000,6.230000,0.380000,0.380000
Pb-Sn-S-Se,7.730000,7.730000,14.119000,1.000000,36.420000,-2.750000,36.210000,36.210000,19.580000,19.580000,16.830000,16.830000,-0.080000,-0.080000
Pb-Sn-S-Te,8.804000,8.804000,10.884000,1.000000,32.460000,30.090000,4.570000,4.570000,1.190000,1.190000,31.270000,31.270000,0.930000,0.930000
Pb-Sn-Te-O,6.475000,6.475000,20.122000,1.000000,172.810000,9.130000,172.320000,172.320000,81.840000,81.840000,90.970000,90.970000,0.050000,0.050000
Pb-Sn-Te-S,7.548000,7.548000,14.809000,1.000000,42.450000,29.050000,22.560000,22.560000,6.700000,6.700000,35.750000,35.750000,0.680000,0.680000
Pb-Sn-Te-Se,7.725000,7.725000,14.136000,1.000000,41.910000,28.450000,22.590000,22.590000,6.730000,6.730000,35.180000,35.180000,0.680000,0.680000
Pb-Ti-O-S,6.747000,6.747000,18.530000,1.000000,150.320000,40.080000,139.630000,139.630000,55.120000,55.120000,95.200000,95.200000,0.270000,0.270000
Pb-Ti-O-Se,6.868000,6.868000,17.888000,1.000000,138.710000,46.340000,123.220000,123.220000,46.180000,46.180000,92.530000,92.530000,0.330000,0.330000
Pb-Ti-O-Te,6.947000,6.947000,17.483000,1.000000,73.470000,87.210000,-30.050000,-30.050000,-6.870000,-6.870000,80.340000,80.340000,1.190000,1.190000
Pb-Ti-Se-O,6.060000,6.060000,22.974000,1.000000,111.910000,-15.930000,109.640000,109.640000,63.920000,63.920000,47.990000,47.990000,-0.140000,-0.140000
Pb-Ti-Se-S,6.972000,6.972000,17.354000,1.000000,63.630000,25.980000,53.030000,53.030000,18.830000,18.830000,44.800000,44.800000,0.410000,0.410000
Pb-Ti-Se-Te,7.825000,7.825000,13.780000,1.000000,47.680000,15.540000,42.620000,42.620000,16.070000,16.070000,31.610000,31.610000,0.330000,0.330000
Pb-Ti-S-O,6.658000,6.658000,19.030000,1.000000,-194.590000,-206.620000,24.800000,24.800000,6.010000,6.010000,-200.610000,-200.610000,1.060000,1.060000
Pb-Ti-S-Se,7.312000,7.312000,15.780000,1.000000,-15.320000,-72.180000,324.760000,324.760000,28.430000,28.430000,-43.750000,-43.750000,4.710000,4.710000
Pb-Ti-S-Te,7.563000,7.563000,14.748000,1.000000,27.420000,3.690000,26.930000,26.930000,11.870000,11.870000,15.560000,15.560000,0.130000,0.130000
Pb-Ti-Te-O,6.272000,6.272000,21.447000,1.000000,107.660000,-34.960000,96.310000,96.310000,71.310000,71.310000,36.350000,36.350000,-0.320000,-0.320000
Pb-Ti-Te-S,6.580000,6.580000,19.487000,1.000000,146.440000,11.300000,145.570000,145.570000,67.570000,67.570000,78.870000,78.870000,0.080000,0.080000
Pb-Ti-Te-Se,6.715000,6.715000,18.711000,1.000000,95.650000,14.940000,93.320000,93.320000,40.360000,40.360000,55.300000,55.300000,0.160000,0.160000
Pb-W-O-S,6.604000,6.604000,19.345000,1.000000,171.180000,69.890000,142.640000,142.640000,50.640000,50.640000,120.540000,120.540000,0.410000,0.410000
Pb-W-O-Se,6.673000,6.673000,18.948000,1.000000,203.040000,30.650000,198.410000,198.410000,86.190000,86.190000,116.850000,116.850000,0.150000,0.150000
Pb-W-O-Te,6.870000,6.870000,17.874000,1.000000,172.700000,56.790000,154.030000,154.030000,57.960000,57.960000,114.740000,114.740000,0.330000,0.330000
